13, 17, 0.049960942
13, 18, 0.024102421
13, 13, 0.128112065
13, 14, 0.131345194
13, 15, 0.103495709
14, 0, 0.507636251
14, 16, 0.09802153
14, 17, 0.071331506
14, 18, 0.045443122
14, 19, 0.021361806
14, 14, 0.131322485
14, 15, 0.1248833
15, 0, 0.529534488
15, 16, 0.119890276
15, 17, 0.093236055
15, 18, 0.067315241
15, 19, 0.043267491
15, 20, 0.021872182
15, 15, 0.124884267
16, 0, 0.550366863
16, 16, 0.119900774
16, 17, 0.114047908
16, 18, 0.088138253
16, 19, 0.064071695
16, 20, 0.042668871
16, 21, 0.020805636
17, 0, 0.570355082
17, 17, 0.114017455
17, 18, 0.108129939
17, 19, 0.084022422
17, 20, 0.062690557
17, 21, 0.040787009
17, 22, 0.019997536
18, 0, 0.589352885
18, 18, 0.108139353
18, 19, 0.103034708
18, 20, 0.081682904
18, 21, 0.059784866
18, 22, 0.03900572
18, 23, 0.018999564
19, 0, 0.607354493
19, 19, 0.103002802
19, 20, 0.099747447
19, 21, 0.077818451
19, 22, 0.05702794
19, 23, 0.037021213
19, 24, 0.018027654
20, 0, 0.624534834
20, 20, 0.09972141
20, 21, 0.094998913
20, 22, 0.074183727
20, 23, 0.054197535
20, 24, 0.035195174
20, 25, 0.017168407
21, 0, 0.641170771
21, 21, 0.094974273
21, 22, 0.090821067
21, 23, 0.070808649
21, 24, 0.051798291
21, 25, 0.033811389
21, 26, 0.01661556
22, 0, 0.656997422
22, 22, 0.09079828
22, 23, 0.086657365
22, 24, 0.067627851
22, 25, 0.04963485
22, 26, 0.032445574
22, 27, 0.015838658
23, 0, 0.672154305
23, 23, 0.086670608
23, 24, 0.082732593
23, 25, 0.064785667
23, 26, 0.047553103
23, 27, 0.030980203
23, 28, 0.015123521
24, 0, 0.686579784
24, 24, 0.082748774
24, 25, 0.079240193
24, 26, 0.061991354
24, 27, 0.045435425
24, 28, 0.029556423
24, 29, 0.014448047
25, 0, 0.700379099
25, 25, 0.079225434
25, 26, 0.075780675
25, 27, 0.059235311
25, 28, 0.043334735
25, 29, 0.028262828
25, 30, 0.013781918
26, 0, 0.71356938
26, 26, 0.075788359
26, 27, 0.07244317
26, 28, 0.056539238
26, 29, 0.041469431
26, 30, 0.02697282
26, 31, 0.013217602
27, 0, 0.726192718
27, 32, 0.012626561
27, 27, 0.072440534
27, 28, 0.069166908
27, 29, 0.054120025
27, 30, 0.039586879
27, 31, 0.025866375
28, 32, 0.024688204
28, 0, 0.738266612
28, 33, 0.012083969
28, 28, 0.069155814
28, 29, 0.066200386
28, 30, 0.051664347
28, 31, 0.037940668
29, 0, 0.749810968
29, 32, 0.036192423
29, 33, 0.023621636
29, 34, 0.011510723
29, 29, 0.066202046
29, 30, 0.063181575
29, 31, 0.049480629
30, 0, 0.760833877
30, 32, 0.047205515
30, 33, 0.034668636
30, 34, 0.02253336
30, 35, 0.011041842
30, 30, 0.063184309
30, 31, 0.060532461
31, 0, 0.771383458
31, 32, 0.057731461
31, 33, 0.045210246
31, 34, 0.033049626
31, 35, 0.021583446
31, 36, 0.010521231
31, 31, 0.060520532
32, 0, 0.781472788
32, 32, 0.057737955
32, 33, 0.055289626
32, 34, 0.043132392
32, 35, 0.031678799
32, 36, 0.020598035
32, 37, 0.010090405
33, 0, 0.791098283
33, 33, 0.055285515
33, 34, 0.052759559
33, 35, 0.04129944
33, 36, 0.030214801
33, 37, 0.019722846
33, 38, 0.009619556
34, 0, 0.800289931
34, 34, 0.052758456
34, 35, 0.050525216
34, 36, 0.039439839
34, 37, 0.028938267
34, 38, 0.01883194
34, 39, 0.009216351
35, 0, 0.809103402
35, 35, 0.050525367
35, 36, 0.048229594
35, 37, 0.037724157
35, 38, 0.027625935
35, 39, 0.018001637
35, 40, 0.008789908
36, 0, 0.817510418
36, 36, 0.04823097
36, 37, 0.046155809
36, 38, 0.036036487
36, 39, 0.026430137
36, 40, 0.017219817
36, 41, 0.008416362
37, 0, 0.825557781
37, 37, 0.046149654
37, 38, 0.044083773
37, 39, 0.034465909
37, 40, 0.025255721
37, 41, 0.016450248
37, 42, 0.008036914
38, 0, 0.833252083
38, 38, 0.044086638
38, 39, 0.042150156
38, 40, 0.032959543
38, 41, 0.024137406
38, 42, 0.015726682
38, 43, 0.007687492
39, 0, 0.840598651
39, 39, 0.042154557
39, 40, 0.040286263
39, 41, 0.031491957
39, 42, 0.023084288
39, 43, 0.015032839
39, 44, 0.007351445
40, 0, 0.847627312
40, 40, 0.040295632
40, 41, 0.03851728
40, 42, 0.030109265
40, 43, 0.022051002
40, 44, 0.014375921
40, 45, 0.007023588
41, 0, 0.854329104
41, 41, 0.038515087
41, 42, 0.036833542
41, 43, 0.02878107
41, 44, 0.021093122
41, 45, 0.013732058
41, 46, 0.006716017
42, 0, 0.860763501
42, 42, 0.036823971
42, 43, 0.035186639
42, 44, 0.027517179
42, 45, 0.020153888
42, 46, 0.013133957
42, 47, 0.006420865
43, 0, 0.866892766
43, 48, 0.006135402
43, 43, 0.035199724
43, 44, 0.033649522
43, 45, 0.026287881
43, 46, 0.019275911
43, 47, 0.012558794
44, 0, 0.872766516
44, 48, 0.01200262
44, 49, 0.005866377
44, 44, 0.033656663
44, 45, 0.032151463
44, 46, 0.025139547
44, 47, 0.018416814
45, 0, 0.878370981
45, 48, 0.017608831
45, 49, 0.011470084
45, 50, 0.005605171
45, 45, 0.032157082
45, 46, 0.03074873
45, 47, 0.024039121
46, 0, 0.883715344
46, 48, 0.02296498
46, 49, 0.016847327
46, 50, 0.010961142
46, 51, 0.005361161
46, 46, 0.030746839
46, 47, 0.029403207
47, 0, 0.888870913
47, 48, 0.028081154
47, 49, 0.021965652
47, 50, 0.016084164
47, 51, 0.010483545
47, 52, 0.005120707
47, 47, 0.029393865
48, 0, 0.893749824
48, 48, 0.028086213
48, 49, 0.026870444
48, 50, 0.020981894
48, 51, 0.015393347
48, 52, 0.010017393
48, 53, 0.004900885
49, 0, 0.898443816
49, 49, 0.026877753
49, 50, 0.025649079
49, 51, 0.020084045
49, 52, 0.014689097
49, 53, 0.009582529
49, 54, 0.004673681
50, 0, 0.902913688
50, 50, 0.025646804
50, 51, 0.024565622
50, 52, 0.019165927
50, 53, 0.014070048
50, 54, 0.009151208
50, 55, 0.004486703
51, 0, 0.907187889
51, 51, 0.024562397
51, 52, 0.023441214
51, 53, 0.018350981
51, 54, 0.013420936
51, 55, 0.008760184
51, 56, 0.004276399
52, 0, 0.911283145
52, 52, 0.023441098
52, 53, 0.022450223
52, 54, 0.017512293
52, 55, 0.012856459
52, 56, 0.00836086
52, 57, 0.004095922
53, 0, 0.915187555
53, 53, 0.022449754
53, 54, 0.021416511
53, 55, 0.016765354
53, 56, 0.012269101
53, 57, 0.008002597
53, 58, 0.003909128
54, 0, 0.918910552
54, 54, 0.021427007
54, 55, 0.020512136
54, 56, 0.016017415
54, 57, 0.011740764
54, 58, 0.007649526
54, 59, 0.0037426
55, 0, 0.922488467
55, 55, 0.020507405
55, 56, 0.019585762
55, 57, 0.015315165
55, 58, 0.011219136
55, 59, 0.007315798
55, 60, 0.003568267
56, 0, 0.925925074
56, 56, 0.019580603
56, 57, 0.018726057
56, 58, 0.014630607
56, 59, 0.010728934
56, 60, 0.006986974
56, 61, 0.003421751
57, 0, 0.929164707
57, 57, 0.018738636
57, 58, 0.017903107
57, 59, 0.013997291
57, 60, 0.010253856
57, 61, 0.006679364
57, 62, 0.003263039
58, 0, 0.932292426
58, 58, 0.017901311
58, 59, 0.017115662
58, 60, 0.013378642
58, 61, 0.009798841
58, 62, 0.006389033
58, 63, 0.003124085
59, 0, 0.935279622
59, 64, 0.002982677
59, 59, 0.017120124
59, 60, 0.016361191
59, 61, 0.012785884
59, 62, 0.009364756
59, 63, 0.006105746
60, 0, 0.938141347
60, 64, 0.005832111
60, 65, 0.002852307
60, 60, 0.01635394
60, 61, 0.015638457
60, 62, 0.012223687
60, 63, 0.008958151
61, 0, 0.940860868
61, 64, 0.008562757
61, 65, 0.005580228
61, 66, 0.002728302
61, 61, 0.015634135
61, 62, 0.01494971
61, 63, 0.011684
62, 0, 0.943466446
62, 64, 0.011160873
62, 65, 0.008186866
62, 66, 0.005332309
62, 67, 0.002608132
62, 62, 0.014949356
62, 63, 0.014296018
63, 0, 0.945963916
63, 64, 0.013642801
63, 65, 0.010681258
63, 66, 0.007824415
63, 67, 0.005106155
63, 68, 0.002488948
63, 63, 0.014292507
64, 0, 0.948347699
64, 64, 0.01364858
64, 65, 0.013067136
64, 66, 0.010202804
64, 67, 0.007483255
64, 68, 0.004867438
64, 69, 0.002383088
65, 0, 0.950621215
65, 65, 0.013065651
65, 66, 0.012468739
65, 67, 0.009765973
65, 68, 0.007142098
65, 69, 0.004663741
65, 70, 0.002272583
66, 0, 0.952800058
66, 66, 0.012480259
66, 67, 0.011938979
66, 68, 0.009319325
66, 69, 0.006834243
66, 70, 0.00445217
66, 71, 0.002174966
67, 0, 0.954882899
67, 67, 0.011940033
67, 68, 0.011392074
67, 69, 0.00892087
67, 70, 0.006526959
67, 71, 0.004261886
67, 72, 0.002075279
68, 0, 0.956871206
68, 68, 0.011397467
68, 69, 0.010908577
68, 70, 0.008513934
68, 71, 0.006253778
68, 72, 0.004064195
68, 73, 0.001990843
69, 0, 0.958766779
69, 69, 0.010913589
69, 70, 0.010414203
69, 71, 0.008154003
69, 72, 0.005964125
69, 73, 0.003890794
69, 74, 0.001896507
70, 0, 0.960587961
70, 70, 0.010416225
70, 71, 0.009967835
70, 72, 0.007783271
70, 73, 0.005709886
70, 74, 0.003716634
70, 75, 0.001818188
71, 0, 0.962330632
71, 71, 0.009968344
71, 72, 0.009521964
71, 73, 0.007443862
71, 74, 0.005449508
71, 75, 0.003551883
71, 76, 0.001733807
72, 0, 0.963993427
72, 72, 0.009520992
72, 73, 0.009107224
72, 74, 0.007107956
72, 75, 0.00521378
72, 76, 0.003395715
72, 77, 0.001660906
73, 0, 0.965580665
73, 73, 0.009105405
73, 74, 0.008699376
73, 75, 0.006799969
73, 76, 0.004982946
73, 77, 0.003245808
73, 78, 0.001585831
74, 0, 0.967092426
74, 74, 0.008701293
74, 75, 0.00831755
74, 76, 0.00650503
74, 77, 0.00476244
74, 78, 0.003105257
74, 79, 0.001516004
75, 0, 0.968547069
75, 80, 0.001451979
75, 75, 0.008313659
75, 76, 0.007955776
75, 77, 0.006210075
75, 78, 0.004558129
75, 79, 0.002963313
76, 0, 0.969933018
76, 80, 0.00283709
76, 81, 0.001385493
76, 76, 0.007956868
76, 77, 0.007593166
76, 78, 0.005944667
76, 79, 0.004349698
77, 0, 0.971257641
77, 80, 0.004164981
77, 81, 0.002710569
77, 82, 0.001327348
77, 77, 0.007594862
77, 78, 0.007269726
77, 79, 0.005674873
78, 0, 0.972524534
78, 80, 0.005432818
78, 81, 0.00397343
78, 82, 0.002591888
78, 83, 0.001262802
78, 78, 0.007271109
78, 79, 0.006943419
79, 0, 0.97374753
79, 80, 0.006644121
79, 81, 0.005182736
79, 82, 0.003804828
79, 83, 0.002475011
79, 84, 0.001209793
79, 79, 0.006935981
80, 0, 0.974908217
80, 80, 0.006635221
80, 81, 0.006337713
80, 82, 0.004962754
80, 83, 0.003629468
80, 84, 0.002370755
80, 85, 0.001155872
81, 0, 0.976004093
81, 81, 0.006340168
81, 82, 0.006067281
81, 83, 0.004738614
81, 84, 0.003479581
81, 85, 0.002262137
81, 86, 0.001108126
82, 0, 0.977068249
82, 82, 0.006070266
82, 83, 0.005792648
82, 84, 0.004535435
82, 85, 0.003313626
82, 86, 0.002165349
82, 87, 0.001054427
83, 0, 0.978069742
83, 83, 0.00579348
83, 84, 0.005550117
83, 85, 0.004331202
83, 86, 0.003177995
83, 87, 0.002064781
83, 88, 0.001012683
84, 0, 0.979050466
84, 84, 0.005540733
84, 85, 0.0052964
84, 86, 0.004143104
84, 87, 0.003028642
84, 88, 0.001976307
84, 89, 0.000964348
85, 0, 0.979965705
85, 85, 0.005290184
85, 86, 0.005067534
85, 87, 0.003956526
85, 88, 0.002903691
85, 89, 0.001891655
85, 90, 0.000924705
86, 0, 0.980855683
86, 86, 0.005066341
86, 87, 0.004834729
86, 88, 0.003784184
86, 89, 0.002770881
86, 90, 0.001806326
86, 91, 0.000881856
87, 0, 0.981693068
87, 87, 0.004839574
87, 88, 0.004630005
87, 89, 0.003615834
87, 90, 0.002650295
87, 91, 0.001726375
87, 92, 0.000844849
88, 0, 0.982497249
88, 88, 0.004628752
88, 89, 0.004420264
88, 90, 0.003459369
88, 91, 0.002535445
88, 92, 0.001652606
88, 93, 0.000806315
89, 0, 0.983272965
89, 89, 0.004419055
89, 90, 0.00423023
89, 91, 0.003302299
89, 92, 0.002422927
89, 93, 0.001579051
89, 94, 0.000773473
90, 0, 0.98399854
90, 90, 0.004232085
90, 91, 0.004041376
90, 92, 0.003165623
90, 93, 0.002315663
90, 94, 0.001509609
90, 95, 0.000737104
91, 0, 0.984717602
91, 96, 0.000704496
91, 91, 0.004042364
91, 92, 0.003863557
91, 93, 0.003021171
91, 94, 0.002210611
91, 95, 0.001440199
92, 0, 0.985384346
92, 96, 0.001379222
92, 97, 0.000673111
92, 92, 0.003866125
92, 93, 0.003692418
92, 94, 0.002889268
92, 95, 0.00211551
93, 0, 0.986034232
93, 96, 0.002020513
93, 97, 0.001316542
93, 98, 0.00064441
93, 93, 0.003692132
93, 94, 0.003532645
93, 95, 0.002759526
94, 0, 0.986647133
94, 96, 0.002637978
94, 97, 0.0019349
94, 98, 0.001259792
94, 99, 0.000614888
94, 94, 0.003529856
94, 95, 0.003375453
95, 0, 0.98723497
95, 96, 0.003226517
95, 97, 0.002522924
95, 98, 0.001848174
95, 99, 0.001202876
95, 100, 0.000588005
95, 95, 0.003376534
96, 0, 0.987792748
96, 96, 0.003228661
96, 97, 0.003087514
96, 98, 0.002409371
96, 99, 0.001768448
96, 100, 0.001150276
96, 101, 0.000562982
97, 0, 0.988332326
97, 97, 0.003086098
97, 98, 0.002949732
97, 99, 0.002304519
97, 100, 0.001689322
97, 101, 0.001100277
97, 102, 0.000537726
98, 0, 0.988847709
98, 98, 0.002945649
98, 99, 0.00281944
98, 100, 0.002202017
98, 101, 0.00161681
98, 102, 0.001052561
98, 103, 0.000515814
99, 0, 0.989341557
99, 99, 0.002820256
99, 100, 0.002691783
99, 101, 0.002106036
99, 102, 0.001543157
99, 103, 0.001006414
99, 104, 0.000490797
100, 0, 0.989812524
100, 100, 0.002692135
100, 101, 0.002574645
100, 102, 0.002014804
100, 103, 0.001475892
100, 104, 0.000959233
100, 105, 0.000470767
