1, 1, 2, 0.8571402942933772
2, 1, 2, 0.8571402942933772
1, 2, 2, 0.8571402942933772
2, 2, 2, 0.8571402942933772
3, 1, 3, 0.8325388012020842
1, 3, 2, 0.8612406289601344
3, 2, 3, 0.8325388012020842
2, 3, 2, 0.8612406289601344
3, 3, 3, 0.8372111390500003
4, 1, 4, 0.8076869495948470
1, 4, 2, 0.8653826909195497
4, 2, 4, 0.8076869495948470
2, 4, 2, 0.8653826909195497
4, 3, 4, 0.8128968478319855
3, 4, 3, 0.8419388541836983
4, 4, 4, 0.8181773426029946
5, 1, 5, 0.7784056913440723
1, 5, 2, 0.8702630027708013
5, 2, 5, 0.7784056913440723
2, 5, 2, 0.8702630027708013
5, 3, 5, 0.7841968940191195
3, 5, 3, 0.8475193255517877
5, 4, 5, 0.7900782008094988
4, 5, 4, 0.8244217841995004
5, 5, 5, 0.7970482897931318
6, 1, 6, 0.7445282399163663
1, 6, 2, 0.8759093628512620
6, 2, 6, 0.7445282399163663
2, 6, 2, 0.8759093628512620
6, 3, 6, 0.7509215016516866
3, 6, 3, 0.8539894535380270
6, 4, 6, 0.7574291536408934
4, 6, 4, 0.8316773462990200
6, 5, 6, 0.7651610784585782
5, 6, 5, 0.8051677025777137
6, 6, 6, 0.7741947829031132
7, 1, 7, 0.7051840339269897
1, 7, 2, 0.8824668677618634
7, 2, 7, 0.7051840339269897
2, 7, 2, 0.8824668677618634
7, 3, 7, 0.7121812710625636
3, 7, 3, 0.8615221746359567
7, 4, 7, 0.7193227624777316
4, 7, 4, 0.8401456879950303
7, 5, 7, 0.7278328691990186
5, 7, 5, 0.8146725519139487
7, 6, 7, 0.7378104682476516
6, 7, 6, 0.7848067997380627
7, 7, 7, 0.7495793214679954
8, 1, 8, 0.6856351138957987
1, 8, 2, 0.8857250892935446
8, 2, 8, 0.6856351138957987
2, 8, 2, 0.8857250892935446
8, 3, 8, 0.6928942684601407
3, 8, 3, 0.8652723746014646
8, 4, 8, 0.7003129398917132
4, 8, 4, 0.8443702201095949
8, 5, 8, 0.7091663846340907
5, 8, 5, 0.8194255825828753
8, 6, 8, 0.7195646277749232
6, 8, 6, 0.7901284656289257
8, 7, 8, 0.7318548273360086
7, 8, 7, 0.7555007492876370
8, 8, 8, 0.7380489025416521
9, 1, 9, 0.6592301407700550
1, 9, 2, 0.8901260102571831
9, 2, 9, 0.6592301407700550
2, 9, 2, 0.8901260102571831
9, 3, 9, 0.6668027156978754
3, 9, 3, 0.8703456637115517
9, 4, 9, 0.6745556355086491
4, 9, 4, 0.8500942377356669
9, 5, 9, 0.6838264696489120
5, 9, 5, 0.8258778630138055
9, 6, 9, 0.6947407177403779
6, 9, 6, 0.7973687215933548
9, 7, 9, 0.7076768688641018
7, 9, 7, 0.7635781609672921
9, 8, 9, 0.7142113526306896
